Date,Mars Ecliptic Longitude (deg),Sun Ecliptic Longitude (deg),Angular Separation (deg),Visible at Night
2000-02-03,353.08070886428595,313.4517874713608,39.62892139292518,True
2000-02-04,353.84791497461543,314.4665750805042,39.38133989411125,True
2000-02-05,354.6146779422466,315.48107601566954,39.13360192657706,True
2000-02-06,355.3809827017559,316.4952675573583,38.88571514439758,True
2000-02-07,356.14681317443154,317.5091261269859,38.63768704744564,True
2000-02-08,356.9121523734085,318.52262775677264,38.38952461663587,True
2000-02-09,357.67698258916045,319.53574868529853,38.14123390386192,True
2000-02-10,358.4412856538007,320.5484660479997,37.89281960580104,True
2000-02-11,359.2050432756018,321.56075862819193,37.64428464740985,True
2000-02-12,359.9682374347221,322.5726076409802,37.395629793741875,True
2000-02-13,0.7308508352269433,323.583997529146,37.146853306080914,True
2000-02-14,1.4928674102067885,324.594916741684,36.89795066852275,True
2000-02-15,2.2542728667666916,325.60535843025593,36.64891443651078,True
2000-02-16,3.0150552293737496,326.61532093905504,36.39973429031869,True
2000-02-17,3.7752052974401002,327.62480790665614,36.15039739078395,True
2000-02-18,4.534716896981234,328.63382779556576,35.90088910141549,True
2000-02-19,5.293586810252081,329.64239276484943,35.65119404540263,True
2000-02-20,6.051814334765401,330.65051699858657,35.40129733617886,True
2000-02-21,6.809400537370685,331.65821480958255,35.15118572778812,True
2000-02-22,7.566347370882354,332.6654989274486,34.900848443433745,True
2000-02-23,8.322656850344728,333.6723792920395,34.65027755830522,True
2000-02-24,9.078330432734148,334.6788624670191,34.399467965715075,True
2000-02-25,9.833368649759544,335.6849515874212,34.14841706233835,True
2000-02-26,10.587770961932836,336.6906466462691,33.897124315663746,True
2000-02-27,11.341535760639816,337.69594491668016,33.64559084395967,True
2000-02-28,12.094660440498368,338.70084135627184,33.39381908422655,True
2000-02-29,12.847141480258893,339.70532890590255,33.14181257435632,True
2000-03-01,13.598974492166885,340.7093986503455,32.88957584182134,True
2000-03-02,14.350154219765619,341.71303984898327,32.63711437078234,True
2000-03-03,15.100674481213296,342.7162398739531,32.384434607260175,True
2000-03-04,15.850528070600847,343.7189841164009,32.13154395419991,True
2000-03-05,16.599706644485018,344.72125593982236,31.87845070466267,True
2000-03-06,17.348200633742064,345.72303676870933,31.625163865032732,True
2000-03-07,18.09599922804454,346.7243063928369,31.371692835207625,True
2000-03-08,18.84309047662933,347.72504353583787,31.118046940791487,True
2000-03-09,19.589461531630207,348.7252266831651,30.864234848465117,True
2000-03-10,20.33509903211866,349.72483510382114,30.610263928297513,True
2000-03-11,21.07998959765591,350.7238499549625,30.35613964269345,True
2000-03-12,21.82412038084706,351.7222553456576,30.101865035189462,True
2000-03-13,22.56747962468797,352.72003925481107,29.847440369876892,True
2000-03-14,23.31005717843987,353.71719422994295,29.59286294849693,True
2000-03-15,24.051844935137122,354.713717815734,29.33812711940311,True
2000-03-16,24.79283715621153,355.70961266485233,29.083224491359204,True
2000-03-17,25.53303064438658,356.704886280373,28.82814436401361,True
